category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,sign,Enriched group
Organismal Systems,Immune system,mmu04612,Antigen processing and presentation - Mus musculus (house mouse),50/1555,87/9577,0.574712644,3.539564623,10.47615041,1.70E-18,5.80E-16,3.70E-16,Calr/Hspa8/H2-M3/Lgmn/Hsp90aa1/Ctsb/Psme1/Ciita/Cd4/Hsp90ab1/Nfya/Tapbp/H2-Oa/Tap2/Tnf/Cd74/Hspa5/Pdia3/Klrc1/Ifi30/H2-Q4/H2-Ea/H2-Aa/Tap1/H2-DMb2/H2-DMa/Ctss/H2-Ob/Cd8b1/Cd8a/Ifng/H2-T22/H2-Q7/H2-Eb1/B2m/H2-K1/H2-T23/H2-Q10/H2-Eb2/H2-Bl/H2-Q6/H2-D1/H2-Ab1/Psme3/Psme2/H2-T10/H2-Q1/H2-DMb1/H2-Q2/Hspa1a,50,yes,Middle
Human Diseases,Infectious disease: viral,mmu05169,Epstein-Barr virus infection - Mus musculus (house mouse),89/1555,228/9577,0.390350877,2.40410955,9.447170936,4.99E-17,6.01E-15,3.83E-15,Rbpjl/Akt3/Pik3r3/Nedd4/Cd3g/Ccne1/Relb/Calr/Bid/Cd44/Cd247/H2-M3/Cd40/Tnfaip3/Apaf1/Map3k14/Traf3/Ripk1/Syk/Nfkbie/Eif2ak2/Tapbp/H2-Oa/Tap2/Tnf/Nfkb2/Irf7/Il6/Casp8/Stat1/Psmd14/Traf2/Pdia3/Bcl2l11/Ccna2/Tlr2/Nfkb1/Ccne2/Oas1b/Nfkbib/Cd19/Itgal/Btk/Casp3/Jak3/Cd3e/Cd3d/Tyk2/Myd88/Oas3/Oas2/Plcg2/Cxcl10/Isg15/H2-Q4/H2-Ea/H2-Aa/Tap1/Icam1/H2-DMb2/H2-DMa/Pik3cd/Stat2/Rigi/H2-Ob/Ikbke/Entpd1/Ifnb1/Skp2/H2-T22/Bak1/Trp53/Irak4/H2-Q7/H2-Eb1/B2m/H2-K1/H2-T23/H2-Q10/H2-Eb2/Runx3/H2-Bl/H2-Q6/H2-D1/H2-Ab1/H2-T10/H2-Q1/H2-DMb1/H2-Q2,89,yes,Middle
Human Diseases,Infectious disease: viral,mmu05168,Herpes simplex virus 1 infection - Mus musculus (house mouse),85/1555,213/9577,0.399061033,2.457754027,9.472383781,5.30E-17,6.01E-15,3.83E-15,Akt3/Pik3r3/Cfp/Daxx/Calr/Il12b/Bid/Ppp1cc/Pou2f2/H2-M3/Apaf1/Itgb3/Eif2s1/Traf3/Syk/Eif2ak2/C3/Tapbp/H2-Oa/Tap2/Sting1/Tnf/Lta/Cd74/Jak2/Irf7/Il6/Casp8/Stat1/Sp100/Ifih1/Traf2/Pdia3/Tlr2/Nfkb1/Oas1b/Zc3hav1/Casp3/Birc3/Tyk2/Cgas/Myd88/Oas3/Oas2/Ccl5/Ccl12/Ccl2/H2-Q4/H2-Ea/H2-Aa/Pml/Tap1/H2-DMb2/H2-DMa/Pik3cd/Stat2/Rigi/Ppp1ca/H2-Ob/Tnfrsf14/Ikbke/Tlr9/Bst2/Ifnb1/Socs3/Ifng/H2-T22/Bak1/Trp53/Irak4/H2-Q7/H2-Eb1/B2m/H2-K1/H2-T23/H2-Q10/H2-Eb2/H2-Bl/H2-Q6/H2-D1/H2-Ab1/H2-T10/H2-Q1/H2-DMb1/H2-Q2,85,yes,Middle
Organismal Systems,Immune system,mmu04062,Chemokine signaling pathway - Mus musculus (house mouse),77/1555,193/9577,0.398963731,2.457154757,9.003394294,1.65E-15,1.40E-13,8.96E-14,Braf/Adcy9/Rac3/Akt3/Shc2/Adcy3/Ptk2/Gsk3b/Adcy5/Adcy6/Pik3r3/Bcar1/Plcb4/Plcb1/Raf1/Ccl3/Hck/Map2k1/Crkl/Ccl8/Vav2/Ncf1/Cxcl16/Ccl4/Dock2/Itk/Pik3cg/Ccl1/Pik3r5/Prkcd/Cxcl13/Jak2/Grk2/Ccr1/Stat1/Ccl20/Xcl1/Nfkb1/Fgr/Cxcl1/Cxcl9/Ccr9/Nfkbib/Was/Ccl22/Jak3/Rac2/Vav1/Plcg2/Cxcl10/Ccl5/Ccl12/Ccl7/Ccl2/Ccr7/Gngt2/Prex1/Pik3cd/Stat2/Plcb2/Ccr6/Ccr8/Cxcr5/Ccr4/Cxcr6/Ccr2/Cxcr3/Rap1b/Prkcb/Cxcl2/Ptk2b/Grb2/Cxcl11/Arrb2/Xcr1/Grk6/Ccr5,77,yes,Middle
Environmental Information Processing,Signaling molecules and interaction,mmu04514,Cell adhesion molecules - Mus musculus (house mouse),73/1555,181/9577,0.403314917,2.48395303,8.873682278,4.63E-15,2.96E-13,1.89E-13,Cdh4/Ptprs/Pecam1/Sdc2/Cldn1/Alcam/Ncam2/Itga8/Ptprd/Cdh5/Cadm1/Cldn18/Ptprm/Ptprf/Cntnap2/Slitrk6/Lrrc4b/Cldn8/Nlgn1/Itgb2/Itgb7/H2-M3/Pdcd1lg2/Cd40/Cd86/Cd4/H2-Oa/Cd6/Icos/Ctla4/Cd28/Pdcd1/Ptprc/Sell/Itga4/Siglec1/Cd2/Vcam1/Cd22/Itgal/Cd40lg/Cd226/H2-Q4/H2-Ea/H2-Aa/Icam1/H2-DMb2/H2-DMa/Pvr/H2-Ob/Selplg/Jaml/Lrrc4/Spn/Cd8b1/Cd8a/H2-T22/H2-Q7/H2-Eb1/H2-K1/H2-T23/H2-Q10/H2-Eb2/Tigit/H2-Bl/H2-Q6/H2-D1/H2-Ab1/Cd80/H2-T10/H2-Q1/H2-DMb1/H2-Q2,73,yes,Middle
Organismal Systems,Immune system,mmu04658,Th1 and Th2 cell differentiation - Mus musculus (house mouse),46/1555,88/9577,0.522727273,3.219394914,9.208346135,5.58E-15,2.96E-13,1.89E-13,Rbpjl/Fos/Notch1/Dll4/Maml2/Notch3/Maml3/Lck/Il12rb1/Tbx21/Cd3g/Stat6/Stat5a/Il12b/Cd247/Il12rb2/Cd4/Nfkbie/H2-Oa/Jak2/Stat1/Zap70/Il2ra/Nfatc2/Nfkb1/Nfkbib/Lat/Il2rg/Jak3/Cd3e/Cd3d/Tyk2/Nfatc1/H2-Ea/H2-Aa/H2-DMb2/H2-DMa/H2-Ob/Ifng/H2-Eb1/Stat4/H2-Eb2/Il2rb/Runx3/H2-Ab1/H2-DMb1,46,yes,Middle
Human Diseases,Infectious disease: parasitic,mmu05140,Leishmaniasis - Mus musculus (house mouse),40/1555,70/9577,0.571428571,3.519338539,9.313860735,6.10E-15,2.96E-13,1.89E-13,Fos/Tgfb2/Itgb2/Tgfb1/Ptpn6/Il12b/Cyba/Cybb/Fcgr1/Ncf1/Il10/Nos2/C3/H2-Oa/Tnf/Jak2/Stat1/Ncf2/Itga4/Tlr2/Nfkb1/Nfkbib/Myd88/H2-Ea/H2-Aa/H2-DMb2/H2-DMa/Tlr4/H2-Ob/Marcksl1/Prkcb/Ifng/Fcgr4/Fcgr3/Irak4/H2-Eb1/H2-Eb2/Ncf4/H2-Ab1/H2-DMb1,40,yes,Middle
Organismal Systems,Immune system,mmu04659,Th17 cell differentiation - Mus musculus (house mouse),51/1555,105/9577,0.485714286,2.991437758,9.033508939,9.23E-15,3.92E-13,2.50E-13,Ahr/Fos/Rora/Lck/Il12rb1/Tbx21/Cd3g/Stat6/Tgfb1/Ebi3/Stat5a/Il27ra/Cd247/Hif1a/Hsp90aa1/Irf4/Cd4/Hsp90ab1/Nfkbie/H2-Oa/Jak2/Il6/Il17a/Stat1/Zap70/Il2ra/Nfatc2/Il21/Nfkb1/Nfkbib/Lat/Il21r/Il2rg/Jak3/Cd3e/Cd3d/Tyk2/Nfatc1/H2-Ea/H2-Aa/H2-DMb2/H2-DMa/Foxp3/H2-Ob/Il27/Ifng/H2-Eb1/H2-Eb2/Il2rb/H2-Ab1/H2-DMb1,51,yes,Middle
Organismal Systems,Development and regeneration,mmu04380,Osteoclast differentiation - Mus musculus (house mouse),59/1555,136/9577,0.433823529,2.671850766,8.64517722,4.45E-14,1.68E-12,1.07E-12,Akt3/Fos/Calcr/Pik3r3/Tgfb2/Lck/Acp5/Spi1/Tgfb1/Lcp2/Relb/Fosb/Map2k1/Cyba/Csf1/Fcgr1/Ncf1/Fyn/Itgb3/Map3k14/Syk/Tnfsf11/Tnf/Csf1r/Fosl1/Nfkb2/Stat1/Tnfrsf11a/Ncf2/Fcgr2b/Traf2/Nfatc2/Nfkb1/Tec/Tyrobp/Btk/Tyk2/Nfatc1/Plcg2/Cyld/Sirpa/Socs1/Camk4/Pik3cd/Stat2/Ifnb1/Socs3/Ifng/Pirb/Fcgr4/Fcgr3/Grb2/Ncf4/Pira12/Pira13/Sirpb1c/Pira1/Pira2/Sirpb1a,59,yes,Middle
Human Diseases,Cardiovascular disease,mmu05416,Viral myocarditis - Mus musculus (house mouse),46/1555,94/9577,0.489361702,3.013901621,8.638637289,1.35E-13,4.58E-12,2.92E-12,Rac3/Lama2/Sgcd/Abl1/Sspn/Dag1/Dmd/Itgb2/Bid/H2-M3/Cd40/Fyn/Cd86/H2-Oa/Cd28/Casp8/Abl2/Actb/Itgal/Cd40lg/Casp3/Rac2/H2-Q4/H2-Ea/H2-Aa/Prf1/Icam1/H2-DMb2/H2-DMa/H2-Ob/H2-T22/H2-Q7/H2-Eb1/H2-K1/H2-T23/H2-Q10/H2-Eb2/H2-Bl/H2-Q6/H2-D1/H2-Ab1/Cd80/H2-T10/H2-Q1/H2-DMb1/H2-Q2,46,yes,Middle
Human Diseases,Immune disease,mmu05321,Inflammatory bowel disease - Mus musculus (house mouse),35/1555,62/9577,0.564516129,3.476765896,8.613751607,5.04E-13,1.43E-11,9.13E-12,Rora/Tgfb2/Tlr5/Il12rb1/Tbx21/Stat6/Tgfb1/Il12b/Il10/Il12rb2/H2-Oa/Tnf/Il6/Il17a/Stat1/Il21/Tlr2/Nfkb1/Il21r/Il2rg/Nfatc1/H2-Ea/H2-Aa/H2-DMb2/H2-DMa/Tlr4/Foxp3/H2-Ob/Ifng/Nod2/H2-Eb1/Stat4/H2-Eb2/H2-Ab1/H2-DMb1,35,yes,Middle
Environmental Information Processing,Signaling molecules and interaction,mmu04060,Cytokine-cytokine receptor interaction - Mus musculus (house mouse),97/1555,294/9577,0.329931973,2.031999038,7.912700337,5.18E-13,1.43E-11,9.13E-12,Bmpr1a/Bmp4/Gdf10/Bmp3/Bmp5/Tgfb2/Il7/Il17re/Acvr2a/Bmpr1b/Lepr/Acvr2b/Ifnlr1/Ackr4/Il12rb1/Ccl3/Il16/Tgfb1/Il17ra/Ebi3/Il7r/Il12b/Il27ra/Relt/Ccl8/Tnfrsf13b/Csf1/Il10/Cd40/Il12rb2/Cxcl16/Ccl4/Ccl1/Tnfsf11/Cxcl13/Cd4/Tnfrsf12a/Ltb/Tnf/Lta/Csf1r/Gdf11/Il6/Ccr1/Il17a/Ccl20/Tnfrsf11a/Xcl1/Tnfsf4/Il2ra/Il1rn/Il21/Tnfsf8/Tnfrsf1b/Tnfrsf8/Tnfrsf9/Tnfrsf4/Cxcl1/Cxcl9/Ccr9/Cd27/Il21r/Cd40lg/Il13ra2/Il2rg/Ccl22/Il10ra/Lif/Cxcl10/Ccl5/Ccl12/Ccl7/Ccl2/Tnfsf9/Ccr7/Gdf15/Ccr6/Tnfrsf18/Ccr8/Tnfrsf14/Il27/Cxcr5/Ccr4/Cxcr6/Ifnb1/Ccr2/Cxcr3/Ifng/Cxcl2/Osm/Cxcl11/Xcr1/Tnfrsf13c/Il2rb/Csf2rb/Csf2rb2/Ccr5,97,yes,Middle
Human Diseases,Immune disease,mmu05323,Rheumatoid arthritis - Mus musculus (house mouse),43/1555,87/9577,0.494252874,3.044025576,8.431964748,5.48E-13,1.43E-11,9.13E-12,Atp6v1b1/Fos/Angpt1/Tgfb2/Itgb2/Ccl3/Acp5/Tcirg1/Tgfb1/Csf1/Tnfsf11/Cd86/Atp6v0c/H2-Oa/Ltb/Tnf/Il6/Il17a/Ctla4/Cd28/Ccl20/Tnfrsf11a/Tlr2/Cxcl1/Itgal/Ccl5/Ccl12/Ccl2/H2-Ea/H2-Aa/Icam1/H2-DMb2/H2-DMa/Atp6v0a2/Tlr4/H2-Ob/Ifng/Cxcl2/H2-Eb1/H2-Eb2/H2-Ab1/Cd80/H2-DMb1,43,yes,Middle
Human Diseases,Immune disease,mmu05330,Allograft rejection - Mus musculus (house mouse),34/1555,60/9577,0.566666667,3.490010718,8.518100183,9.36E-13,2.27E-11,1.45E-11,Il12b/Gzmb/H2-M3/Il10/Cd40/Cd86/H2-Oa/Tnf/Cd28/Cd40lg/H2-Q4/H2-Ea/H2-Aa/Prf1/H2-DMb2/H2-DMa/H2-Ob/Ifng/H2-T22/H2-Q7/H2-Eb1/H2-K1/H2-T23/H2-Q10/H2-Eb2/H2-Bl/H2-Q6/H2-D1/H2-Ab1/Cd80/H2-T10/H2-Q1/H2-DMb1/H2-Q2,34,yes,Middle
Organismal Systems,Immune system,mmu04650,Natural killer cell mediated cytotoxicity - Mus musculus (house mouse),52/1555,120/9577,0.433333333,2.668831726,8.099205389,1.53E-12,3.46E-11,2.21E-11,Braf/Rac3/Shc2/Pik3r3/Prkcg/Itgb2/Lck/Raf1/Lcp2/Ptpn6/Bid/Map2k1/Sh2d1a/Cd247/Vav2/Cd48/Gzmb/Fyn/Syk/Tnf/Zap70/Nfatc2/Klrk1/Klrc1/Tyrobp/Lat/Itgal/Casp3/Nfatc1/Klra9/Rac2/Vav1/Plcg2/Prf1/Icam1/Pik3cd/Lat2/Ifnb1/Klrc2/Prkcb/Raet1e/Sh3bp2/Ifng/Fcer1g/Fcgr4/Ptk2b/Grb2/H2-K1/Hcst/H2-T23/H2-D1/Sh2d1b2,52,yes,Middle
Human Diseases,Infectious disease: bacterial,mmu05135,Yersinia infection - Mus musculus (house mouse),56/1555,136/9577,0.411764706,2.535993947,7.942658612,2.71E-12,5.75E-11,3.67E-11,Rac3/Akt3/Fos/Ptk2/Gsk3b/Rps6ka2/Rps6ka6/Pik3r3/Arhgef7/Bcar1/Dock1/Arhgef12/Lck/Lcp2/Rps6ka1/Map2k1/Crkl/Arpc2/Vav2/Il10/Elmo2/Mefv/Cd4/Tnf/Il6/Casp1/Zap70/Actr3/Traf2/Itga4/Nfatc2/Nfkb1/Actb/Arpc1b/Limk1/Lat/Was/Myd88/Nlrp3/Nfatc1/Rac2/Vav1/Ccl12/Ccl2/Tlr4/Nlrc4/Pik3cd/Arf6/Ifnb1/Cd8b1/Cd8a/Ptk2b/Fcgr3/Irak4/Rhog/Arpc4,56,yes,Middle
Human Diseases,Infectious disease: viral,mmu05164,Influenza A - Mus musculus (house mouse),65/1555,174/9577,0.373563218,2.300717005,7.623249969,9.22E-12,1.84E-10,1.18E-10,Tmprss2/Akt3/Pik3r3/Mx1/Raf1/Il12b/Bid/Map2k1/Dnajb1/Slc25a5/Apaf1/Rsad2/Eif2s1/Traf3/Ciita/Mx2/Eif2ak2/H2-Oa/Tnf/Jak2/Irf7/Il6/Casp1/Casp8/Stat1/Ifih1/Rae1/Adar/Nfkb1/Actb/Oas1b/Nfkbib/Casp3/Tyk2/Myd88/Oas3/Oas2/Nlrp3/Cxcl10/Ccl5/Ccl12/Ccl2/H2-Ea/H2-Aa/Pml/Icam1/H2-DMb2/H2-DMa/Tlr4/Pik3cd/Stat2/Rigi/H2-Ob/Ikbke/Tlr7/Ifnb1/Prkcb/Socs3/Ifng/Bak1/Irak4/H2-Eb1/H2-Eb2/H2-Ab1/H2-DMb1,65,yes,Middle
Organismal Systems,Immune system,mmu04662,B cell receptor signaling pathway - Mus musculus (house mouse),40/1555,84/9577,0.476190476,2.932782116,7.833155312,1.60E-11,3.02E-10,1.93E-10,Rac3/Akt3/Fos/Gsk3b/Pik3r3/Raf1/Cd79a/Ptpn6/Map2k1/Vav2/Blk/Syk/Nfkbie/Pik3ap1/Inpp5d/Fcgr2b/Nfatc2/Dapp1/Nfkb1/Bcl10/Cd72/Cd22/Nfkbib/Cd19/Btk/Malt1/Nfatc1/Rac2/Vav1/Plcg2/Card11/Bank1/Pik3cd/Prkcb/Pirb/Grb2/Pira12/Pira13/Pira1/Pira2,40,yes,Middle
Human Diseases,Immune disease,mmu05332,Graft-versus-host disease - Mus musculus (house mouse),32/1555,60/9577,0.533333333,3.28471597,7.815805523,3.92E-11,7.02E-10,4.48E-10,Gzmb/H2-M3/Cd86/H2-Oa/Tnf/Il6/Cd28/Klrc1/H2-Q4/H2-Ea/H2-Aa/Prf1/H2-DMb2/H2-DMa/H2-Ob/Ifng/H2-T22/H2-Q7/H2-Eb1/H2-K1/H2-T23/H2-Q10/H2-Eb2/H2-Bl/H2-Q6/H2-D1/H2-Ab1/Cd80/H2-T10/H2-Q1/H2-DMb1/H2-Q2,32,yes,Middle
Organismal Systems,Immune system,mmu04660,T cell receptor signaling pathway - Mus musculus (house mouse),50/1555,122/9577,0.409836066,2.524115756,7.459041749,4.94E-11,8.38E-10,5.35E-10,Akt3/Fos/Gsk3b/Ppp2r2b/Pik3r3/Pak3/Ppp2r3a/Lck/Raf1/Cd3g/Lcp2/Ptpn6/Map2k1/Cd247/Vav2/Il10/Fyn/Itk/Map3k14/Ppp2r2a/Cblb/Cd4/Nfkbie/Tnf/Icos/Ctla4/Cd28/Zap70/Pdcd1/Ptprc/Rasgrp1/Nfatc2/Nfkb1/Bcl10/Tec/Nfkbib/Lat/Cd40lg/Cd3e/Cd3d/Malt1/Nfatc1/Vav1/Card11/Pik3cd/Grap2/Cd8b1/Cd8a/Ifng/Grb2,50,yes,Middle
Human Diseases,Infectious disease: bacterial,mmu05152,Tuberculosis - Mus musculus (house mouse),65/1555,180/9577,0.361111111,2.224026438,7.29874808,5.18E-11,8.38E-10,5.35E-10,Akt3/Camk2a/Calml4/Tgfb2/Pla2r1/Arhgef12/Itgb2/Raf1/Tcirg1/Tgfb1/Il12b/Bid/Ctsd/Fcgr1/Il10/Lsp1/Apaf1/Nos2/Syk/Ciita/Nfya/Atp6v0c/C3/H2-Oa/Tnf/Cd74/Jak2/Il6/Casp8/Stat1/Fcgr2b/Tlr2/Nfkb1/Bcl10/Clec4e/Coro1a/Itgax/Casp3/Il10ra/Myd88/Malt1/H2-Ea/H2-Aa/H2-DMb2/H2-DMa/Atp6v0a2/Ctss/Tlr4/Ripk2/H2-Ob/Tlr1/Tlr9/Ifnb1/Tlr6/Ifng/Nod2/Fcer1g/Fcgr4/Fcgr3/Irak4/H2-Eb1/H2-Eb2/H2-Ab1/Clec7a/H2-DMb1,65,yes,Middle
Human Diseases,Infectious disease: viral,mmu05162,Measles - Mus musculus (house mouse),56/1555,145/9577,0.386206897,2.378587427,7.364314968,5.67E-11,8.76E-10,5.59E-10,Akt3/Fos/Gsk3b/Pik3r3/Trp73/Mx1/Cd3g/Ccne1/Stat5a/Il12b/Bid/Slamf1/Hspa8/Tnfaip3/Apaf1/Eif2s1/Traf3/Cblb/Mx2/Eif2ak2/Irf7/Il6/Cd28/Casp8/Stat1/Fcgr2b/Il2ra/Ifih1/Adar/Tlr2/Nfkb1/Ccne2/Oas1b/Nfkbib/Il2rg/Casp3/Jak3/Cd3e/Cd3d/Tyk2/Myd88/Oas3/Oas2/Tlr4/Pik3cd/Stat2/Rigi/Ikbke/Tlr7/Tlr9/Ifnb1/Bak1/Trp53/Irak4/Il2rb/Hspa1a,56,yes,Middle
Human Diseases,Immune disease,mmu05340,Primary immunodeficiency - Mus musculus (house mouse),23/1555,36/9577,0.638888889,3.934816006,7.766960884,1.60E-10,2.37E-09,1.51E-09,Rag1/Lck/Cd79a/Il7r/Tnfrsf13b/Cd40/Ciita/Cd4/Tap2/Icos/Zap70/Ptprc/Cd19/Cd40lg/Btk/Il2rg/Jak3/Cd3e/Cd3d/Tap1/Cd8b1/Cd8a/Tnfrsf13c,23,yes,Middle
Human Diseases,Infectious disease: viral,mmu05166,Human T-cell leukemia virus 1 infection - Mus musculus (house mouse),80/1555,247/9577,0.32388664,1.994766783,6.973404641,1.68E-10,2.38E-09,1.52E-09,Adcy9/Akt3/Adcy3/Fos/Adcy5/Adcy6/Nfatc4/Nrp1/Pik3r3/Egr1/Tgfb2/Tln2/Itgb2/Lck/Cd3g/Ccne1/Spi1/Tgfb1/Relb/Calr/Stat5a/Map2k1/Ranbp1/Atf6b/H2-M3/Slc25a5/Cd40/Pttg1/Map3k14/Map3k1/Cd4/H2-Oa/Tnf/Lta/Fosl1/Nfkb2/Il6/Il2ra/Creb3l1/Nfatc2/Ccna2/Nfkb1/Ccne2/Slc2a1/Itgal/Il2rg/Jak3/Cd3e/Cd3d/Nfatc1/H2-Q4/H2-Ea/H2-Aa/Icam1/H2-DMb2/H2-DMa/Egr2/Pik3cd/Bub1b/H2-Ob/H2-T22/Espl1/Trp53/H2-Q7/H2-Eb1/B2m/H2-K1/H2-T23/H2-Q10/H2-Eb2/Tnfrsf13c/Il2rb/H2-Bl/H2-Q6/H2-D1/H2-Ab1/H2-T10/H2-Q1/H2-DMb1/H2-Q2,80,yes,Middle
Human Diseases,Infectious disease: parasitic,mmu05145,Toxoplasmosis - Mus musculus (house mouse),45/1555,109/9577,0.412844037,2.542641376,7.131239733,3.44E-10,4.68E-09,2.98E-09,Akt3/Lama2/Lama3/Tgfb2/Lamb2/Tgfb1/Il12b/Hspa8/Il10/Cd40/Pik3cg/Nos2/Pik3r5/Ciita/H2-Oa/Tnf/Jak2/Ly96/Casp8/Stat1/Tlr2/Nfkb1/Nfkbib/Cd40lg/Casp3/Birc3/Il10ra/Tyk2/Myd88/H2-Ea/H2-Aa/H2-DMb2/H2-DMa/Socs1/Tlr4/H2-Ob/Irgm1/Ifng/Irak4/H2-Eb1/H2-Eb2/H2-Ab1/Ccr5/H2-DMb1/Hspa1a,45,yes,Middle
Environmental Information Processing,Signaling molecules and interaction,mmu04061,Viral protein interaction with cytokine and cytokine receptor - Mus musculus (house mouse),41/1555,95/9577,0.431578947,2.658026739,7.150218178,4.13E-10,5.40E-09,3.45E-09,Ackr4/Ccl3/Ccl8/Csf1/Il10/Ccl4/Ccl1/Cxcl13/Tnf/Lta/Csf1r/Il6/Ccr1/Ccl20/Xcl1/Il2ra/Tnfrsf1b/Cxcl1/Cxcl9/Ccr9/Il2rg/Ccl22/Il10ra/Cxcl10/Ccl5/Ccl12/Ccl7/Ccl2/Ccr7/Ccr6/Ccr8/Tnfrsf14/Cxcr5/Ccr4/Ccr2/Cxcr3/Cxcl2/Cxcl11/Xcr1/Il2rb/Ccr5,41,yes,Middle
Organismal Systems,Immune system,mmu04672,Intestinal immune network for IgA production - Mus musculus (house mouse),25/1555,43/9577,0.581395349,3.580722351,7.467132775,4.69E-10,5.90E-09,3.76E-09,Itgb7/Tgfb1/Tnfrsf13b/Il10/Cd40/Map3k14/Cd86/H2-Oa/Il6/Icos/Cd28/Itga4/Ccr9/Cd40lg/H2-Ea/H2-Aa/H2-DMb2/H2-DMa/H2-Ob/H2-Eb1/H2-Eb2/Tnfrsf13c/H2-Ab1/Cd80/H2-DMb1,25,yes,Middle
Environmental Information Processing,Signal transduction,mmu04064,NF-kappa B signaling pathway - Mus musculus (house mouse),44/1555,107/9577,0.411214953,2.532608108,7.018817571,6.29E-10,7.64E-09,4.87E-09,Erc1/Lck/Relb/Cd40/Ccl4/Tnfaip3/Map3k14/Traf3/Ripk1/Syk/Plau/Tnfsf11/Ltb/Tnf/Lta/Nfkb2/Ly96/Zap70/Tnfrsf11a/Traf2/Vcam1/Nfkb1/Bcl10/Cxcl1/Lat/Cd40lg/Btk/Birc3/Myd88/Malt1/Plcg2/Card11/Cyld/Icam1/Tlr4/Rigi/Prkcb/Ticam2/Cxcl2/Irak4/Tnfrsf13c/Bcl2a1b/Bcl2a1d/Bcl2a1a,44,yes,Middle
Cellular Processes,Transport and catabolism,mmu04145,Phagosome - Mus musculus (house mouse),63/1555,183/9577,0.344262295,2.120257235,6.73649452,9.86E-10,1.16E-08,7.37E-09,Atp6v1b1/Thbs2/Thbs3/Dync1li2/Colec12/Dync2h1/Pla2r1/Itgb2/Tubb6/Tubb5/Tcirg1/Calr/Cyba/M6pr/Cybb/Fcgr1/Ncf1/H2-M3/Itgb3/Tuba1b/Atp6v0c/C3/H2-Oa/Tap2/Msr1/Ncf2/Fcgr2b/Tlr2/Actb/Coro1a/H2-Q4/H2-Ea/H2-Aa/Tap1/H2-DMb2/H2-DMa/Atp6v0a2/Ctss/Tlr4/Thbs1/H2-Ob/Tuba1c/Tlr6/H2-T22/Tubb2a/Fcgr4/Fcgr3/H2-Q7/H2-Eb1/H2-K1/H2-T23/H2-Q10/H2-Eb2/Ncf4/H2-Bl/H2-Q6/H2-D1/H2-Ab1/Clec7a/H2-T10/H2-Q1/H2-DMb1/H2-Q2,63,yes,Middle
Organismal Systems,Immune system,mmu04640,Hematopoietic cell lineage - Mus musculus (house mouse),40/1555,94/9577,0.425531915,2.620784019,6.952358105,1.12E-09,1.27E-08,8.13E-09,Cd59a/Il7/Cd1d2/Itga1/Cd3g/Il7r/Cd44/Csf1/Fcgr1/Itgb3/Cd4/H2-Oa/Tnf/Csf1r/Cd5/Ms4a1/Cd7/Il6/Il2ra/Itga4/Cd2/Cd22/Cd19/Cd37/Cd3e/Cd3d/H2-Ea/H2-Aa/H2-DMb2/H2-DMa/Anpep/H2-Ob/Flt3/Siglech/Cd8b1/Cd8a/H2-Eb1/H2-Eb2/H2-Ab1/H2-DMb1,40,yes,Middle
Human Diseases,Endocrine and metabolic disease,mmu04940,Type I diabetes mellitus - Mus musculus (house mouse),32/1555,67/9577,0.47761194,2.94153669,7.02115695,1.57E-09,1.72E-08,1.10E-08,Il12b/Gzmb/H2-M3/Cd86/H2-Oa/Tnf/Lta/Cd28/H2-Q4/H2-Ea/H2-Aa/Prf1/H2-DMb2/H2-DMa/H2-Ob/Ifng/H2-T22/H2-Q7/H2-Eb1/H2-K1/H2-T23/H2-Q10/H2-Eb2/H2-Bl/H2-Q6/H2-D1/H2-Ab1/Cd80/H2-T10/H2-Q1/H2-DMb1/H2-Q2,32,yes,Middle
Cellular Processes,Cell motility,mmu04814,Motor proteins - Mus musculus (house mouse),66/1555,198/9577,0.333333333,2.052947481,6.591389469,1.82E-09,1.93E-08,1.23E-08,Myo18a/Dnah2/Kif3a/Myo1b/Dnah11/Myh11/Dnah1/Kif1c/Myh10/Kif26a/Dnah12/Dnah5/Myo10/Dnal4/Kif21a/Kif6/Dync2li1/Dctn4/Kifap3/Myh14/Dynlt3/Myo6/Stard9/Dynlrb2/Dnai2/Dnai4/Myo1d/Dync1li2/Hook3/Dnah10/Myo9a/Dnah7b/Dnal1/Dnali1/Dnai3/Dync2h1/Dynlt4/Dnah3/Dnah6/Myh1/Dnah9/Kif13b/Kif27/Dnai1/Kif1b/Myo1h/Myl9/Dnah7a/Dnah7c/Tubb6/Tubb5/Kif11/Myo1g/Tuba1b/Myo1f/Tpm3/Kif2c/Actb/Myo5a/Kif15/Kif14/Kif21b/Tuba1c/Cenpe/Tubb2a/Capza1,66,yes,Middle
